pb_acc,len,orf_strand,orf_frame,orf_start,orf_end,orf_len,fickett,hexamer,coding_score,orf_rank,cds_start,gencode_atg,upstream_atgs,orf_calling_confidence,atg_rank,score_rank,atg_score,gencode_score,orf_score,gene,FL,CPM
PB.2767.11,3833,+,3,132,1304,1173,1.181,0.559345634075088,0.99999645518804,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.999999992910376,NCL,6,2.008261317640333
PB.2767.12,3222,+,3,132,1658,1527,1.2551,0.45086724730122796,0.9999999022809241,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.999999999804562,NCL,8,2.6776817568537776
PB.2767.13,2714,+,1,142,2274,2133,1.1386,0.386648233422151,0.9999999997617128,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999995234,NCL,1851,619.5486164920428
PB.2767.14,2776,+,3,132,2336,2205,1.1706,0.372051476224753,0.999999999895455,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.999999999999791,NCL,5,1.673551098033611
PB.2767.15,2585,+,1,61,2145,2085,1.1386,0.389544281719101,0.9999999996022421,1,231463286,"['ENST00000454824.5', 'ENST00000417652.5', 'ENST00000453992.5', 'ENST00000436894.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999992044,NCL,48,16.066090541122666
PB.2767.16,2513,+,3,1119,1895,777,0.9044,0.0793219898109813,0.9869472951640821,1,231457260,,23,None,8.0,1.0,0.043478260869565216,0.0,0.9875148040699916,NCL,2,0.6694204392134444
PB.2767.17,2474,+,1,424,2034,1611,1.1206,0.33723307451203005,0.999999883892753,1,231461630,,12,None,3.0,1.0,0.08333333333333333,0.0,0.9999998935683568,NCL,22,7.363624831347888
PB.2767.18,2361,+,2,311,1921,1611,1.1206,0.33723307451203005,0.9999998846099221,1,231461630,,10,None,2.0,1.0,0.1,0.0,0.9999998961489298,NCL,59,19.747902956796608
PB.2767.19,1955,+,1,13,1515,1503,1.1466,0.2893417774824989,0.9999995381076808,1,231460849,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999953810768,NCL,40,13.388408784268888
PB.2767.2,4300,+,3,132,1304,1173,1.181,0.559345634075088,0.999996363247076,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999927264942,NCL,3,1.0041306588201666
PB.2767.20,1748,+,1,25,1308,1284,1.0489,0.17427954096600498,0.999985099996668,1,231460526,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999998509999668,NCL,27,9.0371759293815
PB.2767.21,1606,+,3,345,1166,822,0.9145,0.0842792543192197,0.992922299762813,1,231457260,,9,None,4.0,1.0,0.1111111111111111,0.0,0.9937087109002782,NCL,16,5.355363513707555
PB.2767.22,1518,+,3,117,173,57,0.9766,-0.32977470732866904,0.00270842820937795,6,231458383,,1,Low Quality ORF,1.0,6.0,0.99,0.0,0.9900270842820936,NCL,22,7.363624831347888
PB.2767.23,1410,+,3,9,65,57,0.9766,-0.32977470732866904,0.00272447067608095,6,231458383,,0,Low Quality ORF,1.0,6.0,0.99,0.0,0.9900272447067608,NCL,13,4.351232854887388
PB.2767.24,1401,+,3,132,1028,897,1.1454,0.600377094817203,0.999940041953355,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999998800839068,NCL,2,0.6694204392134444
PB.2767.25,1285,+,1,34,183,150,0.8842,-0.0759297006710214,0.0257420788805771,3,231457768,,0,Low Quality ORF,1.0,3.0,0.99,0.0,0.9902574207888056,NCL,28,9.37188614898822
PB.2767.26,1175,+,1,31,108,78,0.7151,-0.13365672657541,0.00464984698805645,3,231455895,,0,Low Quality ORF,1.0,4.0,0.99,0.0,0.9900464984698806,NCL,2,0.6694204392134444
PB.2767.27,1001,+,2,122,193,72,0.7529,-0.217361233562508,0.00301394912096802,3,231456642,,1,Low Quality ORF,1.0,4.0,0.99,0.0,0.9900301394912095,NCL,19,6.359494172527722
PB.2767.28,818,+,2,110,445,336,0.9906,0.27566411639711497,0.725784311456625,1,231455592,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9972578431145662,NCL,8,2.6776817568537776
PB.2767.29,3314,+,3,132,1304,1173,1.181,0.559345634075088,0.999996554642126,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999931092842,NCL,2,0.6694204392134444
PB.2767.3,3062,+,2,536,2620,2085,1.1386,0.389544281719101,0.999999999591702,1,231463286,"['ENST00000454824.5', 'ENST00000417652.5', 'ENST00000453992.5', 'ENST00000436894.1']",4,None,3.0,1.0,0.25,0.8,0.9999999999387552,NCL,2,0.6694204392134444
PB.2767.30,2610,+,3,132,2171,2040,1.1701,0.407825281774481,0.999999999470917,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999989418,NCL,2,0.6694204392134444
PB.2767.31,2652,+,3,132,2264,2133,1.1386,0.386648233422151,0.999999999762522,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999995249,NCL,9,3.0123919764604996
PB.2767.32,2624,+,3,132,2264,2133,1.1386,0.386648233422151,0.999999999762886,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999995258,NCL,46,15.39667010190922
PB.2767.33,1868,+,3,6,1508,1503,1.1466,0.2893417774824989,0.9999995403058081,1,231460849,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.999999995403058,NCL,4,1.3388408784268888
PB.2767.34,1240,+,3,21,218,198,1.0425,-0.10589230479724901,0.0612146124989523,3,231458281,,0,Low Quality ORF,1.0,3.0,0.99,0.0,0.9906121461249896,NCL,2,0.6694204392134444
PB.2767.35,1694,+,1,121,1404,1284,1.0489,0.17427954096600498,0.999985144048021,1,231460526,,9,None,2.0,1.0,0.1111111111111111,0.0,0.999986794709352,NCL,5,1.673551098033611
PB.2767.36,2632,+,3,144,2348,2205,1.1706,0.372051476224753,0.9999999998962772,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999997924,NCL,3,1.0041306588201666
PB.2767.37,925,+,1,373,708,336,0.9906,0.27566411639711497,0.7246151178060241,1,231455592,,3,None,2.0,1.0,0.3333333333333333,0.0,0.8164100785373494,NCL,3,1.0041306588201666
PB.2767.38,4151,+,1,142,1314,1173,1.181,0.559345634075088,0.999996392837692,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999927856754,NCL,3,1.0041306588201666
PB.2767.39,3676,+,3,132,1304,1173,1.181,0.559345634075088,0.9999964855725141,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999929711452,NCL,6,2.008261317640333
PB.2767.4,2664,+,3,132,2222,2091,1.1386,0.389196025775245,0.9999999996256608,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999992514,NCL,2,0.6694204392134444
PB.2767.40,2547,+,3,132,2264,2133,1.1386,0.386648233422151,0.999999999763885,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999995278,NCL,735,246.0120114109408
PB.2767.41,2502,+,3,132,2219,2088,1.1386,0.3949104591895539,0.999999999629384,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999992588,NCL,3,1.0041306588201666
PB.2767.42,2441,+,2,74,2158,2085,1.1386,0.389544281719101,0.99999999960537,1,231463286,"['ENST00000454824.5', 'ENST00000417652.5', 'ENST00000453992.5', 'ENST00000436894.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999992109,NCL,13,4.351232854887388
PB.2767.43,2326,+,1,7,2043,2037,1.1386,0.3832493804654871,0.9999999993029499,1,231463238,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999999930296,NCL,5,1.673551098033611
PB.2767.44,2235,+,3,342,1952,1611,1.1206,0.33723307451203005,0.999999885404374,1,231461630,,10,None,2.0,1.0,0.1,0.0,0.9999998968639366,NCL,33,11.045437247021832
PB.2767.45,1749,+,3,183,1466,1284,1.0489,0.17427954096600498,0.9999850991796708,1,231460526,,13,None,2.0,1.0,0.07692307692307693,0.0,0.9999862453966192,NCL,7,2.342971537247055
PB.2767.46,1551,+,3,168,1268,1101,1.0036,0.173240317112421,0.9998656734820708,1,231460159,,3,None,2.0,1.0,0.3333333333333333,0.0,0.9999104489880472,NCL,9,3.0123919764604996
PB.2767.47,1453,+,1,70,1170,1101,1.0036,0.173240317112421,0.9998663932489541,1,231460159,,3,None,2.0,1.0,0.3333333333333333,0.0,0.999910928832636,NCL,5,1.673551098033611
PB.2767.48,1315,+,2,71,127,57,0.9766,-0.32977470732866904,0.00273866042460425,6,231458383,,1,Low Quality ORF,1.0,6.0,0.99,0.0,0.9900273866042459,NCL,6,2.008261317640333
PB.2767.49,1346,+,2,104,1063,960,1.1349,0.5569877523074289,0.999960142488226,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999202849764,NCL,2,0.6694204392134444
PB.2767.5,2614,+,1,220,2172,1953,1.081,0.34148471699655497,0.9999999971518608,1,231463246,,2,None,2.0,1.0,0.5,0.0,0.9999999985759304,NCL,3,1.0041306588201666
PB.2767.50,1265,+,3,132,1049,918,1.1454,0.6066600609772359,0.999954707936782,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999094158736,NCL,6,2.008261317640333
PB.2767.51,1128,+,1,34,183,150,0.8842,-0.0759297006710214,0.02595885907069,3,231457768,,0,Low Quality ORF,1.0,3.0,0.99,0.0,0.9902595885907068,NCL,18,6.024783952920999
PB.2767.52,1058,+,3,144,842,699,1.0856,0.47000094581006296,0.9985403909751652,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999970807819504,NCL,2,0.6694204392134444
PB.2767.53,795,+,1,244,579,336,0.9906,0.27566411639711497,0.7260352297798629,1,231455592,,1,None,2.0,1.0,0.99,0.0,0.9972603522977986,NCL,5,1.673551098033611
PB.2767.54,671,+,3,120,455,336,0.9906,0.27566411639711497,0.7273855409847951,1,231455592,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.997273855409848,NCL,3,1.0041306588201666
PB.2767.55,2158,+,1,331,1941,1611,1.1206,0.33723307451203005,0.999999885887178,1,231461630,,10,None,2.0,1.0,0.1,0.0,0.9999998972984604,NCL,2,0.6694204392134444
PB.2767.56,2480,+,3,132,2264,2133,1.1386,0.386648233422151,0.9999999997647512,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999995296,NCL,66,22.090874494043664
PB.2767.57,2329,+,3,33,2117,2085,1.1386,0.389544281719101,0.999999999607786,1,231463286,"['ENST00000454824.5', 'ENST00000417652.5', 'ENST00000453992.5', 'ENST00000436894.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999992156,NCL,3,1.0041306588201666
PB.2767.58,1754,+,1,46,1548,1503,1.1466,0.2893417774824989,0.999999543170285,1,231460849,,4,None,2.0,1.0,0.25,0.0,0.9999996573777138,NCL,4,1.3388408784268888
PB.2767.59,2296,+,3,132,2264,2133,1.1386,0.386648233422151,0.999999999767112,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999995344,NCL,2,0.6694204392134444
PB.2767.6,1822,+,1,280,1380,1101,1.0036,0.173240317112421,0.99986366285814,1,231460159,,7,None,2.0,1.0,0.14285714285714285,0.0,0.9998831395926914,NCL,14,4.68594307449411
PB.2767.60,2242,+,3,132,2240,2109,1.1386,0.390910197205862,0.9999999997040352,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.999999999999408,NCL,2,0.6694204392134444
PB.2767.61,1760,+,3,132,1760,1629,1.2551,0.4534655459420711,0.9999999716391641,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999432784,NCL,3,1.0041306588201666
PB.2767.62,1409,+,3,132,1409,1278,1.2062,0.544689038772857,0.9999990392800672,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.99999999807856,NCL,2,0.6694204392134444
PB.2767.63,1358,+,3,132,1358,1227,1.187,0.550883766201372,0.999998255787085,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.999999996511574,NCL,2,0.6694204392134444
PB.2767.64,1273,+,3,132,1271,1140,1.1454,0.580160580246246,0.9999955596977159,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999911193954,NCL,41,13.72311900387561
PB.2767.65,1165,+,3,72,1163,1092,1.1706,0.594226847649189,0.9999936428050408,1,231463286,"['ENST00000454824.5', 'ENST00000417652.5', 'ENST00000453992.5', 'ENST00000436894.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.99999998728561,NCL,2,0.6694204392134444
PB.2767.66,1010,+,3,132,1010,879,1.2235,0.7004121313263311,0.9999701151198872,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999402302396,NCL,3,1.0041306588201666
PB.2767.67,964,+,3,132,962,831,1.2235,0.7105471221065491,0.999952042002441,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999040840049,NCL,23,7.69833505095461
PB.2767.68,882,+,3,132,881,750,1.1559,0.6609361965948221,0.9997984635396272,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999995969270792,NCL,30,10.041306588201666
PB.2767.69,843,+,3,132,842,711,1.2104,0.607283812629932,0.9996430099456608,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999992860198912,NCL,11,3.681812415673944
PB.2767.7,1633,+,1,142,1191,1050,1.0689,0.249292442578369,0.999879848071917,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.999999759696144,NCL,2,0.6694204392134444
PB.2767.70,784,+,3,132,782,651,1.2104,0.610948017151444,0.999319258613956,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.999998638517228,NCL,9,3.0123919764604996
PB.2767.71,1119,+,1,145,267,123,0.937,0.23271792564960506,0.133362635716042,3,231464353,['ENST00000322723.9'],0,Low Quality ORF,1.0,2.0,0.99,0.8,0.998266725271432,NCL,2,0.6694204392134444
PB.2767.8,1382,+,3,162,1007,846,1.2104,0.54094563586782,0.999878525928749,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999997570518576,NCL,2,0.6694204392134444
PB.2767.9,1199,+,3,144,824,681,1.0856,0.443748862536312,0.9978915872405152,1,231464353,['ENST00000322723.9'],0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999957831744809,NCL,2,0.6694204392134444
PB.5768.1,1672,+,3,138,263,126,0.8199,-0.0421126339461127,0.0190824733617701,1,73516255,,4,Clear Best ORF,1.0,1.0,0.25,0.0,0.2643118550213275,EEF1A1,2,0.6694204392134444
PB.5768.10,1839,+,1,64,1365,1302,1.1798,0.275135782308797,0.9999957720253148,1,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999915440506,EEF1A1,11,3.681812415673944
PB.5768.11,1827,+,3,147,1535,1389,1.2155,0.300052844547412,0.9999987865584028,1,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999975731168,EEF1A1,22,7.363624831347888
PB.5768.12,1795,+,2,608,1321,714,1.15,0.24466195980465,0.9959706437157041,1,73518881,,11,None,4.0,1.0,0.09090909090909093,0.0,0.9963369488324582,EEF1A1,2,0.6694204392134444
PB.5768.13,1735,+,1,64,1443,1380,1.2078,0.301709707646188,0.999998642567243,1,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999972851344,EEF1A1,4,1.3388408784268888
PB.5768.14,1744,+,1,64,1452,1389,1.2155,0.300052844547412,0.9999987920682172,1,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999975841364,EEF1A1,3,1.0041306588201666
PB.5768.15,1422,+,1,109,948,840,1.1605,0.27052694427689605,0.9992026180835608,1,73519090,,2,Clear Best ORF,1.0,1.0,0.5,0.0,0.9996013090417804,EEF1A1,2,0.6694204392134444
PB.5768.16,1046,+,3,24,233,210,1.1148,-0.0454139557640224,0.122487711367185,2,73518811,,1,Low Quality ORF,1.0,2.0,0.99,0.0,0.9912248771136718,EEF1A1,435,145.59894552892416
PB.5768.17,885,+,1,31,594,564,1.1551,0.31395235874186,0.986873245444855,1,73518557,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9998687324544484,EEF1A1,303,101.41719654083683
PB.5768.18,637,+,2,26,82,57,1.038,-0.11860935154283699,0.0125265094753238,5,73518224,,0,Low Quality ORF,1.0,3.0,0.99,0.0,0.9901252650947532,EEF1A1,31,10.376016807808387
PB.5768.19,2305,+,3,573,1577,1005,1.1341,0.20852416861936696,0.999789053996745,1,73519516,,7,None,2.0,1.0,0.14285714285714285,0.0,0.9998191891400672,EEF1A1,2,0.6694204392134444
PB.5768.2,3510,+,1,64,1452,1389,1.2155,0.300052844547412,0.999998669251534,1,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999973385032,EEF1A1,3,1.0041306588201666
PB.5768.20,1830,+,1,64,894,831,1.2348,0.268824034595793,0.9992946484131201,1,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999985892968264,EEF1A1,6,2.008261317640333
PB.5768.21,2684,+,2,1007,2395,1389,1.2155,0.300052844547412,0.999998728177433,1,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",10,None,6.0,1.0,0.1,0.8,0.999999771071938,EEF1A1,885,296.21854435194916
PB.5768.22,1563,+,1,64,1272,1209,1.1831,0.3047545614300769,0.999990262928669,1,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999805258574,EEF1A1,5,1.673551098033611
PB.5768.23,1506,+,1,130,1215,1086,1.1697,0.28828646977345196,0.9999555214721,1,73519357,,2,Clear Best ORF,1.0,1.0,0.5,0.0,0.99997776073605,EEF1A1,586,196.1401886895392
PB.5768.24,1333,+,2,116,1042,927,1.1885,0.308336486670289,0.9997834686167779,1,73519090,,2,Clear Best ORF,1.0,1.0,0.5,0.0,0.9998917343083892,EEF1A1,723,241.99548877566014
PB.5768.25,2557,+,2,587,1735,1149,1.181,0.230098133459124,0.9999681204633428,1,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",7,None,4.0,1.0,0.14285714285714285,0.8,0.9999945349365732,EEF1A1,3,1.0041306588201666
PB.5768.26,1808,+,1,130,1518,1389,1.2155,0.300052844547412,0.9999987878219,1,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",1,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999975756438,EEF1A1,16,5.355363513707555
PB.5768.27,3405,+,1,73,183,111,0.6977,-0.0657668575322848,0.00843125698478851,9,73520953,,0,Low Quality ORF,1.0,12.0,0.99,0.0,0.990084312569848,EEF1A1,2,0.6694204392134444
PB.5768.28,2841,+,2,1007,1654,648,1.2076,0.25574190389006,0.993173918086062,1,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",10,None,6.0,1.0,0.1,0.8,0.9987713052554912,EEF1A1,2,0.6694204392134444
PB.5768.29,1728,+,1,64,1452,1389,1.2155,0.300052844547412,0.99999879312747,1,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999975862548,EEF1A1,95,31.79747086263861
PB.5768.3,2648,+,3,63,1451,1389,1.2155,0.300052844547412,0.999998730685437,1,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999974613708,EEF1A1,2,0.6694204392134444
PB.5768.30,1707,+,1,223,1431,1209,1.1831,0.3047545614300769,0.999990185744078,1,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",1,None,2.0,1.0,0.99,0.8,0.9999999803714882,EEF1A1,4,1.3388408784268888
PB.5768.31,1667,+,1,64,1452,1389,1.2155,0.300052844547412,0.999998797157359,1,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999975943148,EEF1A1,6,2.008261317640333
PB.5768.32,1590,+,1,64,1452,1389,1.2155,0.300052844547412,0.9999988022250592,1,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.99999999760445,EEF1A1,5,1.673551098033611
PB.5768.33,1563,+,1,64,1452,1389,1.2155,0.300052844547412,0.999998803996984,1,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999976079941,EEF1A1,4,1.3388408784268888
PB.5768.4,3514,+,2,80,190,111,0.6977,-0.0657668575322848,0.008381438021918321,10,73520953,,0,Low Quality ORF,1.0,13.0,0.99,0.0,0.9900838143802192,EEF1A1,5,1.673551098033611
PB.5768.5,2572,+,1,64,273,210,1.1219,0.0933147242875723,0.233897324534932,4,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",0,Low Quality ORF,1.0,5.0,0.99,0.8,0.99846779464907,EEF1A1,2,0.6694204392134444
PB.5768.6,2102,+,2,422,1810,1389,1.2155,0.300052844547412,0.9999987681227808,1,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",4,Clear Best ORF,1.0,1.0,0.25,0.8,0.9999998152184172,EEF1A1,44,14.727249662695776
PB.5768.7,2275,+,3,597,1985,1389,1.2155,0.300052844547412,0.9999987563818432,1,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",4,None,4.0,1.0,0.25,0.8,0.9999998134572764,EEF1A1,11828,3958.9524775083096
PB.5768.8,1928,+,1,64,1104,1041,1.2764,0.285539726580366,0.9999469919642858,1,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999998939839284,EEF1A1,3,1.0041306588201666
PB.5768.9,1834,+,1,154,1542,1389,1.2155,0.300052844547412,0.9999987860925721,1,73520026,"['ENST00000316292.13', 'ENST00000309268.11', 'ENST00000615060.4', 'ENST00000610520.4', 'ENST00000331523.6', 'ENST00000356303.6', 'ENST00000455918.1']",1,None,2.0,1.0,0.99,0.8,0.9999999975721852,EEF1A1,3,1.0041306588201666
PB.7812.1,4647,+,2,251,4051,3801,0.9621,0.18435160051957,1.0,1,92293445,['ENST00000430417.1'],2,None,2.0,1.0,0.5,0.8,1.0,IARS1,13,4.351232854887388
PB.7812.10,4585,+,2,251,2428,2178,0.9272,0.17501418335998098,0.999999998805362,1,92293445,['ENST00000430417.1'],2,None,2.0,1.0,0.5,0.8,0.9999999998805362,IARS1,3,1.0041306588201666
PB.7812.100,2880,+,2,251,2470,2220,0.8896,0.161725453306547,0.9999999991607772,1,92293445,['ENST00000430417.1'],2,None,2.0,1.0,0.5,0.8,0.9999999999160776,IARS1,4,1.3388408784268888
PB.7812.101,2712,+,2,95,2302,2208,0.8896,0.16148051998377802,0.999999999047581,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999980952,IARS1,7,2.342971537247055
PB.7812.102,2722,+,2,251,2470,2220,0.8896,0.161725453306547,0.999999999168016,1,92293445,['ENST00000430417.1'],2,None,2.0,1.0,0.5,0.8,0.9999999999168016,IARS1,12,4.016522635280666
PB.7812.103,2552,+,3,93,2300,2208,0.8896,0.16148051998377802,0.9999999990559,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999981118,IARS1,33,11.045437247021832
PB.7812.104,2556,+,1,1378,2304,927,0.9646,0.24454475995980496,0.999262548706592,1,92269900,,34,None,7.0,1.0,0.029411764705882356,0.0,0.9992842384505158,IARS1,2,0.6694204392134444
PB.7812.105,2492,+,2,218,2437,2220,0.8896,0.161725453306547,0.999999999178443,1,92293445,['ENST00000430417.1'],1,None,2.0,1.0,0.99,0.8,0.9999999999983568,IARS1,2,0.6694204392134444
